user_id,transaction_amount,timestamp,account_balance,previous_fraudulent_activity,daily_transaction_count,avg_transaction_amount_7d,failed_transaction_count_7d,card_type,card_age,risk_score,is_weekend,fraud_label
USER_6282,51.49,2023-03-17 13:36:00,80558.24,0,1,158.59,2,Amex,49,0.6738,0,0
USER_8308,49.26,2023-02-09 10:37:00,32333.08,0,6,278.87,0,Amex,210,0.9802,0,1
USER_2479,33.48,2023-07-16 18:59:00,1647.56,0,1,289.97,1,Visa,205,0.9849,1,1
USER_3541,38.44,2023-07-08 20:05:00,42238.7,0,2,148.65,4,Visa,183,0.8243,0,1
USER_1537,80.02,2023-05-17 12:19:00,89305.1,0,1,31.47,0,Amex,76,0.5247,0,0
USER_2602,12.18,2023-09-11 07:29:00,40970.42,0,4,125.44,1,Mastercard,230,0.0112,0,0
USER_3163,28.14,2023-04-18 09:45:00,19073.48,0,11,13.64,0,Visa,142,0.501,0,0
USER_2013,230.01,2023-11-16 13:41:00,56893.55,0,10,419.71,4,Discover,113,0.1446,0,1
USER_4260,157.26,2023-05-03 22:02:00,80973.78,0,5,340.33,3,Mastercard,38,0.6303,0,0
USER_1877,60.55,2023-08-20 02:21:00,83823.96,0,8,298.55,4,Discover,39,0.6973,0,1
USER_3103,30.38,2023-02-07 01:27:00,6639.64,0,9,420.57,4,Visa,153,0.1465,0,1
USER_5270,5.86,2023-05-23 20:59:00,37309.55,0,12,162.46,0,Amex,44,0.405,0,0
USER_5232,18.89,2023-06-18 12:03:00,60508.58,0,1,482.07,3,Discover,8,0.0211,1,0
USER_7065,82.64,2023-05-13 17:57:00,95766.55,0,1,371.51,1,Mastercard,116,0.9829,1,1
USER_1049,16.03,2023-08-23 19:45:00,91917.36,0,4,259.63,1,Visa,10,0.862,1,1
USER_9916,74.46,2023-05-06 20:47:00,49400.33,0,7,240.54,4,Amex,67,0.2717,0,1
USER_2625,23.78,2023-07-15 01:45:00,51163.72,0,7,102.57,2,Discover,175,0.1375,0,0
USER_1525,96.4,2023-05-29 21:46:00,62544.34,1,5,433.85,2,Mastercard,67,0.2066,0,0
USER_4770,258.46,2023-03-04 14:32:00,99845.16,1,9,310.46,0,Discover,72,0.0665,0,0
USER_5786,66.28,2023-08-28 03:44:00,97338.36,0,13,200.97,3,Visa,160,0.2848,0,0
USER_7199,43.1,2023-08-22 16:06:00,64554.74,0,10,14.36,0,Visa,201,0.0117,1,0
USER_4772,1.0,2023-07-06 13:35:00,49652.81,0,13,58.64,2,Visa,111,0.6438,1,0
USER_6040,10.83,2023-07-14 12:04:00,44000.55,0,12,488.31,4,Amex,140,0.9392,0,1
USER_3230,312.27,2023-04-02 11:56:00,16803.11,0,10,327.42,2,Discover,84,0.5168,0,0
USER_3297,166.82,2023-03-17 03:08:00,98783.9,0,11,450.54,0,Visa,136,0.7318,0,0
USER_2085,64.03,2023-12-10 14:34:00,63468.76,0,6,169.42,2,Discover,172,0.7449,1,0
USER_1538,13.28,2023-01-25 07:22:00,98519.91,0,1,474.21,0,Visa,135,0.052,0,0
USER_1219,53.26,2023-02-14 11:45:00,72267.6,0,12,112.3,0,Mastercard,39,0.3364,0,0
USER_9652,56.18,2023-03-21 07:22:00,34113.75,0,1,475.69,1,Mastercard,149,0.2165,0,0
USER_8657,71.83,2023-01-08 17:14:00,18845.0,0,11,496.48,4,Mastercard,25,0.2835,1,1
USER_3842,129.39,2023-07-04 17:02:00,11765.56,0,8,441.78,4,Mastercard,170,0.8534,0,1
USER_2701,101.99,2023-09-10 04:52:00,34548.56,0,3,193.17,1,Discover,174,0.1093,0,0
USER_5227,47.22,2023-09-16 18:36:00,84231.64,0,5,97.83,1,Visa,139,0.6963,0,0
USER_4092,163.83,2023-09-07 11:15:00,7122.2,0,12,252.96,4,Amex,74,0.7189,1,1
USER_3251,18.49,2023-11-01 00:29:00,5573.45,0,2,429.87,4,Visa,130,0.4102,1,1
USER_1992,84.57,2023-07-19 16:34:00,31061.21,0,10,188.51,4,Amex,19,0.9475,0,1
USER_6321,3.07,2023-09-02 03:00:00,95602.93,1,10,202.37,0,Discover,232,0.5935,0,0
USER_7078,75.62,2023-11-12 03:56:00,98632.16,1,9,171.81,0,Visa,26,0.0292,1,0
USER_9524,282.98,2023-09-05 19:03:00,69202.23,0,9,163.42,0,Mastercard,103,0.2331,1,0
USER_9414,177.51,2023-07-19 22:46:00,8103.97,0,11,203.04,3,Amex,204,0.6405,0,0
USER_9019,38.9,2023-03-05 05:49:00,64376.11,0,13,48.54,0,Amex,168,0.6647,0,0
USER_3912,103.01,2023-03-22 09:24:00,25034.96,0,12,393.09,4,Visa,30,0.389,0,1
USER_8689,14.66,2023-03-18 11:32:00,68601.02,0,9,125.71,1,Mastercard,87,0.3642,0,0
USER_6559,28.83,2023-08-03 09:46:00,57688.11,1,3,116.44,1,Discover,42,0.6295,1,0
USER_5906,79.71,2023-11-09 06:22:00,98131.04,0,6,67.63,3,Amex,111,0.2577,0,0
USER_8225,8.38,2023-08-11 16:26:00,24277.54,0,11,265.06,1,Mastercard,75,0.9931,0,1
USER_4713,56.54,2023-11-22 19:20:00,3930.87,0,10,80.13,0,Discover,102,0.3263,0,0
USER_9303,76.93,2023-06-12 10:22:00,14153.4,0,3,258.01,2,Discover,40,0.492,1,0
USER_1551,42.06,2023-08-30 21:18:00,49500.8,0,2,55.89,4,Visa,203,0.9481,1,1
USER_3140,96.39,2023-04-11 00:22:00,28373.43,0,8,331.41,3,Amex,66,0.2695,1,0
USER_1266,42.24,2023-11-25 19:27:00,13996.39,0,8,443.51,2,Amex,99,0.6849,0,0
USER_9065,147.03,2023-10-26 15:53:00,32430.12,0,7,424.53,3,Mastercard,198,0.0335,0,0
USER_3959,203.97,2023-07-05 19:17:00,98322.0,0,8,59.01,0,Mastercard,121,0.2838,0,0
USER_8872,92.31,2023-09-29 07:29:00,27873.74,1,2,410.23,2,Visa,23,0.724,0,0
USER_4129,119.94,2023-04-05 00:52:00,21029.36,0,11,19.62,4,Visa,95,0.6704,0,1
USER_4831,802.34,2023-07-09 20:49:00,88993.09,0,10,262.77,2,Discover,193,0.854,1,1
USER_1091,42.98,2023-12-27 23:42:00,18423.3,0,7,315.94,2,Mastercard,237,0.9948,0,1
USER_8563,95.96,2023-12-02 08:16:00,2151.89,0,5,110.04,3,Discover,110,0.7768,1,0
USER_7033,311.56,2023-07-30 13:03:00,54864.5,1,10,417.48,4,Visa,58,0.1587,0,1
USER_1637,39.17,2023-03-13 18:41:00,54404.15,0,12,220.07,0,Amex,134,0.6625,0,0
USER_3828,195.65,2023-07-02 06:35:00,80770.89,0,9,71.36,0,Discover,204,0.3551,1,0
USER_5112,79.22,2023-07-08 22:15:00,99015.24,0,5,321.21,0,Amex,130,0.9493,0,1
USER_8609,169.19,2023-03-10 19:57:00,74764.64,0,13,321.61,4,Mastercard,176,0.3217,0,1
USER_5806,379.5,2023-09-01 06:33:00,49817.84,0,2,201.83,1,Amex,64,0.974,0,1
USER_7300,127.7,2023-04-14 14:19:00,47027.97,0,13,336.33,0,Discover,211,0.0448,1,0
USER_2672,37.54,2023-12-10 03:00:00,16864.84,0,1,130.63,2,Mastercard,167,0.0902,0,0
USER_6575,61.57,2023-08-29 09:45:00,72108.5,0,11,398.67,3,Amex,89,0.1394,0,0
USER_2376,150.12,2023-04-22 05:42:00,80543.24,0,3,362.39,2,Visa,27,0.1959,1,0
USER_8354,110.72,2023-04-18 22:59:00,25122.78,0,14,403.7,1,Discover,121,0.6849,0,0
USER_7078,20.19,2023-05-20 10:59:00,32765.58,0,2,438.15,0,Discover,206,0.006,1,0
USER_6008,126.81,2023-11-22 00:40:00,5542.62,0,13,242.43,0,Amex,86,0.38,0,0
USER_4468,79.39,2023-12-31 01:36:00,3427.99,0,9,436.97,2,Visa,197,0.5248,0,0
USER_7250,7.71,2023-04-11 12:22:00,42247.53,0,13,275.38,1,Visa,120,0.9641,1,1
USER_9752,104.24,2023-11-27 10:57:00,52650.66,0,2,301.6,2,Visa,48,0.3366,1,0
USER_6744,307.94,2023-04-15 03:48:00,37285.99,0,1,291.02,4,Discover,41,0.2131,1,1
USER_1337,54.8,2023-06-08 20:10:00,13206.24,0,10,380.59,0,Discover,102,0.9069,0,1
USER_3026,79.74,2023-12-17 04:25:00,30574.97,0,2,46.06,4,Discover,197,0.5395,0,1
USER_6972,30.87,2023-05-03 00:29:00,32575.74,0,3,12.33,3,Discover,105,0.1772,1,0
USER_8309,22.66,2023-02-13 17:46:00,91680.62,0,9,442.7,2,Mastercard,229,0.1982,1,0
USER_3988,283.54,2023-04-16 07:01:00,32523.21,0,3,492.09,2,Mastercard,193,0.1183,0,0
USER_2200,11.56,2023-10-31 05:22:00,45760.79,0,13,425.53,1,Discover,110,0.3177,1,0
USER_3164,129.23,2023-05-01 17:07:00,61741.07,0,2,233.99,4,Discover,28,0.9644,0,1
USER_1559,105.15,2023-10-29 18:14:00,26425.77,0,8,429.97,3,Visa,27,0.6078,0,0
USER_7589,67.04,2023-07-31 14:54:00,49404.94,0,5,477.5,2,Mastercard,8,0.7344,0,0
USER_4432,33.62,2023-11-20 13:25:00,58344.62,0,6,345.71,2,Visa,225,0.3743,0,0
USER_6337,113.76,2023-07-15 05:55:00,8122.01,1,12,112.96,0,Mastercard,182,0.7758,0,0
USER_3098,37.51,2023-05-25 10:39:00,50294.07,0,7,489.63,0,Mastercard,238,0.494,1,0
USER_1626,74.76,2023-09-05 04:09:00,58486.82,0,12,234.36,0,Visa,117,0.4267,0,0
USER_5648,32.9,2023-05-06 20:07:00,9269.22,0,9,197.82,2,Discover,67,0.6168,1,0
USER_9175,22.51,2023-08-12 07:26:00,52557.65,1,1,165.1,1,Amex,59,0.4475,1,0
USER_4390,193.11,2023-05-25 14:50:00,24790.46,1,4,176.19,1,Discover,219,0.5461,0,0
USER_1250,30.28,2023-05-10 05:42:00,63363.22,0,5,33.76,2,Mastercard,134,0.2309,0,0
USER_8244,29.78,2023-05-30 16:07:00,70146.21,0,13,241.97,1,Discover,205,0.5812,0,0
USER_7637,364.34,2023-11-09 10:44:00,87825.46,0,12,141.2,2,Mastercard,49,0.1752,1,0
USER_4413,75.72,2023-06-29 17:13:00,97720.24,0,3,167.82,4,Visa,41,0.837,1,1
USER_9828,125.49,2023-08-12 02:20:00,94755.97,0,7,167.05,2,Visa,141,0.1297,0,0
USER_5140,156.88,2023-07-03 08:54:00,61266.64,0,11,410.78,0,Discover,102,0.0899,1,0
USER_6175,121.19,2023-11-02 05:54:00,53957.59,1,6,336.03,3,Amex,155,0.5449,1,0
USER_8208,220.45,2023-04-04 15:59:00,21970.31,0,10,470.71,1,Discover,139,0.2874,0,0
USER_2331,73.69,2023-02-23 03:03:00,53552.62,0,4,456.35,1,Discover,197,0.6136,1,0
USER_6969,3.45,2023-02-27 03:43:00,7542.19,1,2,195.43,1,Visa,170,0.8402,0,0
USER_2433,137.02,2023-06-25 21:05:00,45270.62,0,12,49.71,1,Discover,15,0.4341,1,0
USER_7784,61.22,2023-11-03 06:41:00,76560.59,0,8,451.31,4,Visa,131,0.5605,0,1
USER_3116,57.66,2023-09-08 21:45:00,15879.68,0,9,330.25,2,Visa,57,0.9996,1,1
USER_8229,169.79,2023-12-01 00:27:00,5992.8,0,10,235.52,2,Visa,130,0.8883,0,1
USER_6294,6.4,2023-07-24 15:30:00,30932.67,0,14,195.03,2,Amex,93,0.7057,0,0
USER_9120,88.31,2023-12-30 04:20:00,82011.33,0,1,389.31,3,Mastercard,58,0.3933,0,0
USER_7295,223.37,2023-12-30 10:31:00,51083.67,1,11,164.01,3,Discover,26,0.7545,0,0
USER_6185,388.25,2023-02-12 16:27:00,38911.55,1,11,467.73,2,Discover,18,0.8346,0,0
USER_4157,112.87,2023-05-22 16:42:00,92870.81,1,5,479.23,3,Amex,238,0.7553,0,0
USER_3005,418.35,2023-08-25 00:04:00,22930.79,0,4,132.2,3,Discover,5,0.635,0,0
USER_4122,25.12,2023-08-31 15:40:00,46255.48,0,3,314.82,0,Discover,109,0.8584,0,1
USER_2814,44.17,2023-05-18 13:00:00,68018.94,0,14,477.92,0,Visa,128,0.8437,0,0
USER_5354,159.71,2023-09-11 09:09:00,39804.16,0,7,170.12,0,Visa,148,0.1838,1,0
USER_8254,349.57,2023-07-12 10:22:00,93454.59,0,9,78.67,3,Mastercard,196,0.924,0,1
USER_4321,30.36,2023-09-28 09:16:00,88671.89,0,6,39.79,0,Visa,137,0.6744,1,0
USER_1352,70.17,2023-06-27 16:38:00,49530.76,0,5,139.04,1,Discover,66,0.6122,0,0
USER_9715,273.72,2023-11-14 15:35:00,94015.67,0,6,27.7,1,Visa,122,0.6606,1,0
USER_3326,9.9,2023-06-09 15:17:00,3203.55,0,10,496.4,0,Visa,200,0.5482,1,0
USER_1362,70.7,2023-03-27 20:28:00,18151.85,0,1,343.83,0,Visa,170,0.8798,1,1
USER_5798,18.55,2023-10-05 23:26:00,62530.48,1,13,489.44,1,Mastercard,145,0.8681,0,1
USER_5839,33.05,2023-06-19 06:36:00,60097.67,1,3,100.42,2,Amex,32,0.3198,1,0
USER_4226,276.33,2023-12-01 12:04:00,95832.06,0,2,203.15,1,Mastercard,30,0.5367,0,0
USER_2656,99.68,2023-01-06 00:18:00,87541.23,0,4,65.83,0,Discover,106,0.0801,1,0
USER_2074,130.03,2023-01-05 05:21:00,79092.24,0,1,480.61,2,Amex,131,0.6278,0,0
USER_3297,82.61,2023-06-13 01:03:00,89734.68,0,9,220.85,4,Visa,28,0.5878,0,1
USER_4644,87.82,2023-02-10 06:38:00,44036.28,0,1,453.73,4,Mastercard,186,0.2809,1,1
USER_1488,61.0,2023-09-19 21:02:00,58657.77,0,10,221.05,4,Visa,79,0.8419,1,1
USER_9183,100.98,2023-02-27 16:38:00,92739.86,0,3,449.81,0,Visa,54,0.6383,1,0
USER_9378,129.16,2023-12-10 12:04:00,82381.17,0,9,356.68,1,Mastercard,171,0.9533,1,1
USER_6916,106.16,2023-03-26 22:31:00,28409.38,0,7,15.84,2,Mastercard,220,0.9572,0,1
USER_6372,33.49,2023-10-01 23:37:00,53198.14,1,13,426.51,1,Mastercard,229,0.9517,0,1
USER_4332,2.2,2023-10-20 07:36:00,22684.69,0,4,354.2,0,Visa,57,0.2533,0,0
USER_6623,15.18,2023-06-09 05:13:00,68992.47,0,10,30.32,4,Visa,234,0.473,0,1
USER_9581,84.97,2023-12-06 09:50:00,9369.73,0,13,300.06,2,Amex,153,0.4524,0,0
USER_5171,63.28,2023-07-26 16:13:00,13863.71,0,4,20.27,1,Amex,129,0.7084,0,0
USER_5378,25.68,2023-08-28 08:52:00,18380.33,1,10,443.61,2,Discover,161,0.4363,0,0
USER_3670,40.89,2023-04-17 14:08:00,2083.73,0,12,495.4,1,Mastercard,9,0.9858,1,1
USER_1054,171.14,2023-12-25 01:13:00,20661.0,0,12,48.94,0,Mastercard,181,0.5146,0,0
USER_5983,402.72,2023-12-31 18:56:00,15801.75,0,3,311.38,3,Visa,63,0.568,0,0
USER_9424,123.74,2023-08-23 20:52:00,35167.88,0,3,372.99,0,Amex,61,0.756,0,0
USER_6221,30.82,2023-05-19 23:04:00,79853.64,0,7,352.66,2,Amex,145,0.2271,0,0
USER_9134,108.0,2023-05-24 23:19:00,30263.68,0,4,472.91,0,Discover,169,0.0758,0,0
USER_3691,75.45,2023-09-25 02:37:00,85051.7,0,5,288.84,0,Discover,79,0.6473,0,0
USER_7370,107.52,2023-10-09 16:22:00,24461.34,0,10,254.82,4,Discover,224,0.2694,1,1
USER_3215,212.86,2023-05-19 22:52:00,52107.17,0,5,295.31,1,Discover,2,0.1002,0,0
USER_9768,348.69,2023-06-28 06:24:00,66052.38,0,2,273.99,0,Discover,76,0.2749,1,0
USER_3591,493.13,2023-12-14 19:37:00,36410.92,0,7,465.03,0,Mastercard,16,0.4491,1,0
USER_4067,56.95,2023-02-02 06:00:00,82464.01,0,2,433.76,2,Mastercard,191,0.7792,1,0
USER_4201,1.46,2023-07-07 02:08:00,25246.18,0,10,339.91,1,Visa,176,0.585,0,0
USER_7977,89.12,2023-04-24 02:58:00,3968.88,0,6,359.61,2,Visa,116,0.8548,0,1
USER_9902,81.03,2023-10-08 23:08:00,49473.32,0,8,487.18,4,Amex,162,0.4138,0,1
USER_2218,17.8,2023-11-23 20:04:00,20492.58,0,2,253.87,1,Mastercard,40,0.3954,0,0
USER_8492,22.26,2023-02-22 18:13:00,21709.94,0,6,73.47,1,Amex,105,0.7093,0,0
USER_3533,3.81,2023-08-07 05:05:00,19333.0,0,5,366.93,3,Visa,95,0.7497,1,0
USER_2634,83.65,2023-02-25 10:19:00,78968.43,0,9,486.9,3,Mastercard,57,0.8533,0,1
USER_5014,66.71,2023-08-02 09:33:00,22261.32,0,2,466.93,4,Mastercard,80,0.513,0,1
USER_1108,29.94,2023-08-08 19:54:00,77981.14,0,12,79.31,0,Visa,177,0.9115,1,1
USER_8769,205.87,2023-04-27 00:31:00,60611.92,0,14,25.98,2,Mastercard,236,0.635,0,0
USER_1363,86.16,2023-02-21 17:02:00,19844.58,0,2,285.23,3,Discover,131,0.0595,0,0
USER_2935,115.57,2023-02-08 12:44:00,96091.77,0,3,13.06,0,Visa,27,0.7055,1,0
USER_8186,57.28,2023-02-01 10:41:00,16970.69,0,3,57.47,1,Amex,35,0.6952,0,0
USER_9556,35.55,2023-04-24 08:53:00,41391.11,0,8,62.75,2,Mastercard,37,0.2352,1,0
USER_9905,48.18,2023-03-21 22:47:00,39035.76,0,6,259.47,2,Visa,154,0.3811,0,0
USER_7063,5.52,2023-08-18 23:42:00,75678.49,0,10,13.05,0,Visa,54,0.9056,1,1
USER_4134,272.53,2023-05-23 17:23:00,85162.0,1,7,70.18,4,Visa,46,0.2575,0,1
USER_9387,8.89,2023-05-31 19:19:00,32861.9,0,1,111.83,4,Amex,235,0.5832,0,1
USER_8152,26.52,2023-10-12 18:07:00,17934.25,0,11,206.07,1,Visa,156,0.8487,1,0
USER_4749,41.13,2023-01-23 08:59:00,15309.66,0,4,256.91,3,Amex,100,0.5373,0,0
USER_8458,38.48,2023-03-19 00:27:00,27126.4,0,10,385.89,2,Mastercard,54,0.992,1,1
USER_5820,18.33,2023-12-25 18:22:00,6032.45,0,14,221.49,4,Mastercard,177,0.0152,0,1
USER_5649,6.38,2023-02-11 14:11:00,60414.12,0,11,394.35,3,Discover,199,0.6897,0,0
USER_9474,75.05,2023-06-08 15:46:00,27994.83,0,10,440.64,1,Visa,137,0.7139,0,0
USER_1847,254.27,2023-06-17 14:56:00,23560.16,0,4,284.73,2,Amex,76,0.2513,1,0
USER_9450,8.34,2023-05-16 08:15:00,42452.23,0,11,212.15,2,Amex,96,0.8494,0,0
USER_3138,25.39,2023-06-20 06:11:00,3816.7,1,2,424.76,4,Mastercard,75,0.0299,0,1
USER_2315,34.83,2023-09-06 08:45:00,55429.09,0,4,184.95,2,Discover,16,0.2227,0,0
USER_8124,123.8,2023-04-30 20:58:00,86624.11,0,12,100.18,0,Visa,105,0.4343,0,0
USER_1791,7.62,2023-01-25 07:26:00,27351.24,0,5,144.72,3,Mastercard,229,0.5317,0,0
USER_8580,74.89,2023-12-02 11:12:00,1499.18,0,5,84.56,2,Mastercard,228,0.5869,1,0
USER_4576,97.08,2023-06-24 15:30:00,54122.24,0,14,359.95,0,Amex,152,0.2924,0,0
USER_4679,717.5,2023-04-16 15:49:00,78465.51,0,14,426.76,4,Mastercard,176,0.6755,0,1
USER_2563,72.44,2023-10-31 23:29:00,4452.25,0,2,130.97,2,Discover,55,0.9582,0,1
USER_7611,252.99,2023-11-30 23:00:00,53635.6,0,9,215.92,3,Mastercard,57,0.0075,1,0
USER_5257,37.07,2023-05-23 13:48:00,61615.97,0,13,388.49,4,Visa,141,0.6617,1,1
USER_7590,114.93,2023-12-28 17:52:00,69474.37,0,1,105.41,0,Visa,182,0.8797,0,1
USER_5073,476.39,2023-04-06 00:19:00,56788.89,0,5,62.65,1,Visa,12,0.6847,0,0
USER_7238,194.04,2023-02-17 10:39:00,23038.16,1,1,466.93,2,Amex,228,0.2274,1,0
USER_5798,134.24,2023-08-20 05:52:00,30586.34,0,13,14.73,3,Amex,218,0.207,0,0
USER_9292,75.38,2023-08-13 22:55:00,98595.59,0,2,307.24,0,Amex,16,0.3216,0,0
USER_1264,173.06,2023-01-20 11:44:00,42241.49,0,14,382.32,0,Visa,223,0.8271,0,0
USER_2557,69.9,2023-06-17 13:56:00,4056.77,0,3,22.26,3,Discover,6,0.0055,1,0
USER_3398,153.22,2023-06-11 13:57:00,3466.05,0,6,277.25,0,Mastercard,196,0.1361,1,0
USER_4654,43.41,2023-04-10 21:39:00,58551.82,0,10,374.92,4,Amex,6,0.7864,0,1
USER_8265,48.75,2023-07-14 07:00:00,89552.05,0,7,108.11,1,Mastercard,205,0.8772,0,1
USER_6002,21.26,2023-06-06 04:38:00,41194.98,0,12,243.56,4,Mastercard,147,0.8459,1,1
USER_7199,14.57,2023-06-19 11:05:00,94714.36,0,5,261.24,4,Visa,238,0.057,1,1
USER_2963,18.44,2023-09-03 00:12:00,37914.75,0,9,321.45,0,Visa,91,0.1765,0,0
USER_4260,55.08,2023-03-05 18:01:00,4785.02,0,12,348.81,0,Amex,120,0.9458,0,1
USER_3122,42.5,2023-11-21 05:08:00,16227.63,0,12,219.96,3,Mastercard,104,0.6425,1,0
USER_2804,143.66,2023-10-01 12:35:00,30345.8,0,2,167.7,2,Mastercard,71,0.7414,1,0
USER_9445,74.89,2023-03-05 18:13:00,97077.22,0,3,459.8,3,Visa,136,0.2655,0,0
USER_5371,18.58,2023-12-27 19:13:00,94995.73,0,8,35.88,4,Amex,25,0.7561,0,1
USER_9990,28.19,2023-06-24 00:36:00,31826.56,0,14,166.41,4,Amex,75,0.2647,0,1
USER_9302,269.27,2023-01-12 11:32:00,68778.4,0,9,15.52,3,Visa,25,0.0223,0,0
USER_1024,112.07,2023-01-06 11:27:00,26445.06,0,6,446.62,0,Mastercard,16,0.9897,1,1
USER_6679,49.15,2023-11-08 08:51:00,33670.59,0,12,186.04,0,Amex,56,0.1324,0,0
USER_1916,73.59,2023-05-15 05:05:00,7675.69,0,3,453.42,3,Mastercard,197,0.7237,0,0
USER_2165,33.79,2023-08-27 02:35:00,95985.21,0,12,204.43,3,Visa,83,0.2292,0,0
USER_4759,32.47,2023-10-11 07:06:00,78924.92,1,6,15.11,1,Mastercard,22,0.148,0,0
USER_4827,159.6,2023-10-07 08:05:00,90211.25,0,2,477.13,0,Mastercard,119,0.5137,0,0
USER_6257,219.3,2023-05-02 01:16:00,88297.05,0,14,266.36,3,Discover,51,0.4161,1,0
USER_5670,83.67,2023-08-22 22:41:00,85651.77,0,4,172.8,4,Visa,54,0.8398,0,1
USER_9308,93.75,2023-02-13 18:59:00,43215.22,1,13,485.42,3,Visa,239,0.3989,0,0
USER_8594,378.06,2023-10-11 10:55:00,69320.25,0,3,302.55,1,Discover,1,0.5751,0,0
USER_7694,293.41,2023-10-02 22:52:00,66469.06,0,9,168.53,3,Visa,4,0.9077,0,1
USER_6675,28.6,2023-02-06 08:52:00,93119.22,1,8,239.85,3,Mastercard,109,0.2592,0,0
USER_6446,14.64,2023-09-14 17:36:00,5301.8,0,13,364.99,0,Discover,152,0.3194,0,0
USER_2019,80.49,2023-03-10 07:37:00,26056.28,0,4,266.41,2,Visa,91,0.5653,1,0
USER_3051,36.28,2023-02-14 11:28:00,93670.93,0,13,482.78,0,Amex,145,0.1642,1,0
USER_7436,191.0,2023-02-20 17:35:00,66225.48,0,14,474.61,3,Mastercard,181,0.4932,0,0
USER_7640,11.91,2023-01-03 21:55:00,27408.47,0,8,47.14,4,Visa,171,0.9303,1,1
USER_3070,19.84,2023-10-09 11:55:00,65581.95,0,3,146.9,0,Mastercard,231,0.4441,0,0
USER_2253,108.33,2023-02-25 20:14:00,66734.16,0,10,383.6,3,Amex,144,0.8285,0,0
USER_2818,430.67,2023-02-03 22:12:00,33050.98,0,3,78.97,4,Amex,232,0.0149,0,1
USER_5176,454.53,2023-07-31 01:00:00,14786.75,1,10,246.36,4,Visa,133,0.6023,1,1
USER_3111,19.18,2023-05-04 03:08:00,85784.98,0,6,304.55,3,Amex,92,0.6131,1,0
USER_6688,54.9,2023-02-27 09:41:00,21430.21,0,1,92.08,4,Discover,143,0.2976,0,1
USER_2890,63.67,2023-02-18 15:06:00,24964.99,0,13,374.45,0,Mastercard,174,0.7028,0,0
USER_9482,35.36,2023-10-20 06:27:00,29980.14,0,6,449.3,4,Visa,178,0.2978,1,1
USER_9067,10.19,2023-03-25 19:51:00,85562.82,1,9,68.41,0,Discover,203,0.6578,0,0
USER_2924,19.69,2023-12-14 11:32:00,36288.41,0,8,78.69,1,Visa,96,0.1899,0,0
USER_8160,262.95,2023-01-11 13:19:00,16403.28,0,10,482.13,1,Mastercard,28,0.4742,0,0
USER_8921,44.25,2023-09-06 20:28:00,84833.96,0,1,380.27,4,Amex,157,0.2119,0,1
USER_6684,24.98,2023-10-22 16:26:00,75986.22,1,3,31.89,2,Amex,134,0.2002,0,0
USER_3590,64.75,2023-12-05 16:15:00,26314.59,0,8,498.87,3,Amex,173,0.6643,0,0
USER_7941,9.2,2023-10-03 01:40:00,81805.68,1,6,333.17,3,Amex,30,0.7709,0,0
USER_2819,28.13,2023-10-16 16:07:00,43854.04,0,1,186.37,1,Mastercard,229,0.5838,1,0
USER_4100,92.82,2023-05-12 03:26:00,32745.13,0,13,277.44,4,Mastercard,163,0.6326,0,1
USER_8292,85.65,2023-08-18 09:49:00,80109.73,0,9,256.03,1,Discover,83,0.7236,1,0
USER_9797,27.35,2023-04-12 03:11:00,95327.53,0,4,304.1,2,Visa,147,0.6544,1,0
USER_5261,21.12,2023-07-17 14:21:00,13957.8,0,6,274.93,0,Mastercard,219,0.4425,1,0
USER_4474,24.81,2023-04-27 02:34:00,1257.56,0,11,117.32,3,Mastercard,1,0.6298,0,0
USER_1813,127.57,2023-11-03 13:16:00,24089.97,0,3,102.99,0,Visa,223,0.8193,0,0
USER_7869,56.84,2023-05-29 09:39:00,13872.66,0,7,406.22,4,Amex,50,0.4542,0,1
USER_7863,100.14,2023-10-14 05:00:00,50386.63,1,2,142.89,1,Amex,26,0.3767,0,0
USER_4846,86.71,2023-08-06 07:22:00,25934.78,0,11,104.44,3,Discover,213,0.2025,1,0
USER_5113,134.82,2023-11-23 14:53:00,35662.24,0,4,177.57,2,Visa,137,0.9809,0,1
USER_2279,24.17,2023-06-25 01:21:00,8279.46,0,14,134.44,1,Mastercard,228,0.1003,0,0
USER_9089,73.09,2023-07-07 19:43:00,45876.47,0,7,55.41,4,Amex,188,0.9806,0,1
USER_8527,84.73,2023-05-07 01:36:00,71158.22,0,4,13.32,2,Visa,194,0.0696,0,0
USER_7541,28.64,2023-08-13 00:58:00,18531.94,0,10,105.49,3,Visa,125,0.974,1,1
USER_2542,32.08,2023-11-21 02:56:00,66861.09,0,2,370.23,0,Discover,167,0.1458,1,0
USER_1272,219.04,2023-11-21 06:22:00,55660.32,0,8,250.75,1,Mastercard,181,0.6695,0,0
USER_7160,73.6,2023-01-11 02:04:00,44247.72,0,2,277.19,3,Visa,88,0.5586,0,0
USER_8380,214.21,2023-01-11 20:18:00,61366.96,0,10,316.06,2,Amex,116,0.4077,1,0
USER_1677,137.74,2023-05-18 23:31:00,55662.6,0,6,316.58,4,Amex,196,0.1466,1,1
USER_9125,29.08,2023-09-27 14:04:00,33934.43,1,1,461.17,2,Visa,151,0.0241,1,0
USER_2741,5.43,2023-07-24 15:43:00,36234.23,0,4,88.98,4,Discover,80,0.9367,0,1
USER_4927,16.28,2023-09-05 21:49:00,27299.77,1,14,335.64,1,Visa,66,0.4374,1,0
